Date,Titre,Candidat,lien
15 févr. 2019,"Idrissa Seck : ""Ce que le médecin m'a dit après 12 jours de campagne""",Idrissa Seck,http://www.seneweb.com/news/Politique/idrissa-seck-quot-ce-que-le-medecin-m-a-_n_273825.html
14 févr. 2019,"Idrissa Seck : ""Pour ma Saint-Valentin…"" - Seneweb",Idrissa Seck,http://www.seneweb.com/news/Politique/idrissa-seck-nbsp-quot-pour-ma-saint-val_n_273783.html
14 févr. 2019,"Pour répondre aux attaques de Idrissa Seck , Samba Thioub ...",Idrissa Seck,http://www.seneweb.com/news/Politique/pour-repondre-aux-attaques-de-idrissa-se_n_273771.html
14 févr. 2019,"Cheikh Guèye : ""Pourquoi Khalifa Sall soutient Idrissa Seck"" - Seneweb",Idrissa Seck,http://www.seneweb.com/news/Politique/cheikh-gueye-quot-pourquoi-khalifa-sall-_n_273749.html
13 févr. 2019,"Idrissa Seck à la Une du ""Soleil""… - Seneweb",Idrissa Seck,http://www.seneweb.com/news/M%C3%A9dias/medias-idrissa-seck-a-la-une-du-laquo-so_n_273656.html
13 févr. 2019,"Idrissa Seck: ""Le nom de Macky SALL est synonyme de pauvreté""",Idrissa Seck,http://www.seneweb.com/news/Politique/idrissa-seck-quot-le-nom-de-macky-sall-e_n_273662.html
13 févr. 2019,Casamance : Idrissa Seck promet la restauration complète de la paix ...,Idrissa Seck,http://www.seneweb.com/news/Politique/casamance-idrissa-seck-promet-la-restaur_n_273651.html
12 févr. 2019,"Violences, sécurité des candidats :La réaction d'Idrissa Seck",Idrissa Seck,http://seneweb.com/news/Politique/violences-securite-des-candidats-la-reac_n_273571.html
12 févr. 2019,Chasse aux électeurs : Idrissa Seck drague la grande muette - Seneweb,Idrissa Seck,http://www.seneweb.com/news/Politique/chasse-aux-electeurs-nbsp-idrissa-seck-d_n_273499.html
12 févr. 2019,LA POLITIQUE SOCIALE DE IDRISSA SECK - Seneweb,Idrissa Seck,http://www.seneweb.com/blogs/niteka/la-politique-sociale-de-idrissa-seck_b_540.html
11 févr. 2019,Idrissa Seck plaide la valorisation du traitement des forces de défense,Idrissa Seck,http://www.seneweb.com/news/Politique/idrissa-seck-plaide-la-valorisation-du-t_n_273452.html
11 févr. 2019,"Idrissa Seck : ""Les axes majeurs de notre politique environnementale""",Idrissa Seck,http://www.seneweb.com/news/Video/idrissa-seck-quot-les-axes-majeurs-de-no_n_273446.html
11 févr. 2019,Abdou Mbow humilie Idrissa Seck - Seneweb.com,Idrissa Seck,http://seneweb.com/news/Politique/abdou-mbow-humilie-idrissa-seck_n_273402.html
11 févr. 2019,Quand Zoss vole la vedette à Idrissa Seck à Diana - Seneweb.com,Idrissa Seck,http://seneweb.com/news/Politique/quand-zoss-vole-la-vedette-a-idrissa-sec_n_273463.html
9 févr. 2019,"Idrissa Seck : ""Je me réjouis du soutien de Khalifa Sall"" [Vidéo]",Idrissa Seck,http://www.seneweb.com/news/Politique/idrissa-seck-quot-je-me-rejouis-du-souti_n_273236.html
8 févr. 2019,Présidentielle 2019 : Khalifa Sall soutient Idrissa Seck - Seneweb,Idrissa Seck,http://www.seneweb.com/news/Politique/presidentielle-2019-khalifa-sall-soutien_n_273170.html
8 févr. 2019,Idrissa Seck promet à «Chaque région un hôpital de niveau 1»,Idrissa Seck,http://www.seneweb.com/news/Politique/idrissa-seck-promet-a-laquo-chaque-regio_n_273183.html
8 févr. 2019,"Mame Mbaye Niang: ""Idrissa Seck regroupe des forces qui ne font que ...",Idrissa Seck,http://seneweb.com/news/Politique/mame-mbaye-niang-quot-idrissa-seck-regro_n_273154.html
8 févr. 2019,Idrissa Seck: «Mon programme pour redresser le pays» - Seneweb,Idrissa Seck,http://www.seneweb.com/news/Politique/idrissa-seck-laquo-mon-programme-pour-re_n_273198.html
8 févr. 2019,Idrissa Seck : «Le chômage est très élevé chez les jeunes » - Seneweb,Idrissa Seck,http://www.seneweb.com/news/Video/idrissa-seck-laquo-le-chomage-est-tres-e_n_273136.html
8 févr. 2019,Soutien à Idrissa Seck : Bougane lâché par… - Seneweb,Idrissa Seck,http://www.seneweb.com/news/Politique/soutien-a-idrissa-seck-bougane-lache-par_n_273098.html
8 févr. 2019,"Idrissa Ndiaye Leuk Daour : ""Idrissa Seck sera élu au 2ème tour…""",Idrissa Seck,http://www.seneweb.com/news/Politique/idrissa-ndiaye-leuk-daour-quot-idrissa-s_n_273102.html
7 févr. 2019,"Idrissa Seck : ""Kaffrine est prêt à renverser le régime en place""",Idrissa Seck,http://seneweb.com/news/Politique/idrissa-seck-quot-kaffrine-est-pret-a-re_n_273085.html
7 févr. 2019,Caravane d'Idrissa Seck : Le véhicule d'Amsatou Sow Sidibé prend feu,Idrissa Seck,http://www.seneweb.com/news/Politique/caravane-d-idrissa-seck-nbsp-le-vehicule_n_273096.html
6 févr. 2019,"Idrissa Seck : ""Mon programme pour l'agriculture sénégalaise""",Idrissa Seck,http://www.seneweb.com/news/Video/idrissa-seck-quot-mon-programme-pour-l-a_n_272972.html
5 févr. 2019,"Idrissa Seck: ""Macky a fait du tort à la jeunesse et aux parents d'élèves""",Idrissa Seck,http://www.seneweb.com/news/Video/idrissa-seck-quot-macky-a-fait-du-tort-a_n_272850.html
4 févr. 2019,"Présidentielle 2019 - Idrissa Seck : ""Macky Sall sera le premier ...",Idrissa Seck,http://www.seneweb.com/news/Politique/presidentielle-2019-idrissa-seck-nbsp-qu_n_272602.html
4 févr. 2019,Idrissa Seck: ''Macky n'a pas compris que les sénégalais n'aiment pas ...,Idrissa Seck,http://www.seneweb.com/news/Politique/idrissa-seck-macky-n-a-pas-compris-que-l_n_272565.html
4 févr. 2019,THIES - Idrissa Seck : «On ne dirige pas le Sénégal par la force et le ...,Idrissa Seck,http://www.seneweb.com/news/Politique/thies-idrissa-seck-laquo-on-ne-dirige-pa_n_272659.html
3 févr. 2019,"Thierno Bocoum: ""Ce qui me plait le plus chez Idrissa Seck, c'est....""",Idrissa Seck,http://www.seneweb.com/news/Politique/thierno-bocoum-quot-ce-qui-me-plait-le-p_n_272505.html
3 févr. 2019,"Idrissa Seck : «La bonne gouvernance, mon premier chantier…»",Idrissa Seck,http://www.seneweb.com/news/Video/idrissa-seck-laquo-la-bonne-gouvernance-_n_272557.html
15 févr. 2019,"Issa Sall : ""Nous serions tous morts n'eût été…"" - Seneweb",Issa Sall,http://www.seneweb.com/news/Video/issa-sall-quot-nous-serions-tous-morts-n_n_273795.html
14 févr. 2019,"Sécurité des candidats : La Bip à Madické, le Gign pour Issa Sall",Issa Sall,http://www.seneweb.com/news/Politique/securite-des-candidats-la-bip-veille-sur_n_273704.html
14 févr. 2019,Issa Sall appelle au calme et annonce un pool d'avocats pour ses ...,Issa Sall,http://www.seneweb.com/news/Politique/issa-sall-appelle-au-calme-et-annonce-un_n_273690.html
13 févr. 2019,"El Hadji Issa Sall: ""Si ce n'était pas mes gardes rapprochés, on allait ...",Issa Sall,http://www.seneweb.com/news/61/el-hadji-issa-sall-quot-si-ce-n-etait-pa_n_273687.html
13 févr. 2019,Drame de Tamba : Issa Sall s'explique et accuse… - Seneweb,Issa Sall,http://www.seneweb.com/news/Politique/drame-de-tamba-issa-sall-s-rsquo-expliqu_n_273670.html
13 févr. 2019,TATAGUINE : Bby à l'assaut du fief du candidat Issa Sall - Seneweb,Issa Sall,http://www.seneweb.com/news/Politique/tataguine-bby-a-l-rsquo-assaut-du-fief-d_n_273613.html
11 févr. 2019,"Issa Sall : ""Si je suis élu, Kédougou sera une super-priorité"" - Seneweb",Issa Sall,http://seneweb.com/news/Video/issa-sall-quot-si-je-suis-elu-kedougou-s_n_273442.html
9 févr. 2019,Télescopage avec Macky Sall : Les vérités d'Issa Sall aux forces de l ...,Issa Sall,http://www.seneweb.com/news/Politique/telescopage-avec-macky-sall-les-verites-_n_273265.html
9 févr. 2019,Koda : Chaud télescopage entre Macky et Issa Sall - Seneweb.com,Issa Sall,http://seneweb.com/news/Politique/koda-chaud-telescopage-entre-macky-et-is_n_273253.html
8 févr. 2019,Issa Sall : «La solution pour la filière arachidière» - Seneweb,Issa Sall,http://www.seneweb.com/news/Video/issa-sall-laquo-la-solution-pour-la-fili_n_273196.html
6 févr. 2019,Redynamisation du transport: El Hadji Issa Sall veut des métros et des ...,Issa Sall,http://www.seneweb.com/news/Politique/redynamisation-du-transport-el-hadji-iss_n_272978.html
6 févr. 2019,"Issa Sall répond à Wade : ""Le scrutin, c'est le 24 février, et il y aura un ...",Issa Sall,http://www.seneweb.com/news/Politique/issa-sall-repond-a-wade-quot-le-scrutin-_n_272942.html
6 févr. 2019,"Issa Sall : ""Je vais réformer le Baccalauréat"" - Seneweb.com",Issa Sall,http://www.seneweb.com/news/Video/issa-sall-quot-je-vais-reformer-le-bacca_n_272970.html
6 févr. 2019,Cheikh Issa Sall révigoré après l'étape de sa ville natale - Seneweb,Issa Sall,http://www.seneweb.com/news/Video/cheikh-issa-sall-revigore-apres-l-etape-_n_272924.html
5 févr. 2019,Issa Sall et son projet pour le tourisme et la pêche - Seneweb,Issa Sall,http://www.seneweb.com/news/Video/issa-sall-et-son-projet-pour-le-tourisme_n_272776.html
4 févr. 2019,"Issa Sall : ""L'oncle de Macky nous a refusé le stade Alassane Djigo…""",Issa Sall,http://www.seneweb.com/news/Politique/cheikh-issa-sall-laquo-l-rsquo-oncle-de-_n_272632.html
4 févr. 2019,Présidentielle 2019 : Le candidat El Hadji Issa Sall promet un ...,Issa Sall,http://www.seneweb.com/news/Politique/presidentielle-2019-nbsp-le-candidat-el-_n_272598.html
4 févr. 2019,SECURITE ET INSTITUTIONS : Les promesses de Cheikh Issa Sall,Issa Sall,http://www.seneweb.com/news/Video/securite-et-institutions-les-promesses-d_n_272706.html
3 févr. 2019,Cheikh Issa Sall : «Ce que je propose aux sénégalais » - Seneweb,Issa Sall,http://www.seneweb.com/news/Video/cheikh-issa-sall-laquo-ce-que-je-propose_n_272554.html
15 févr. 2019,Diourbel : Macky Sall attendu dans la division - Seneweb,Macky Sall,http://www.seneweb.com/news/Politique/diourbel-nbsp-macky-sall-attendu-dans-la_n_273877.html
15 févr. 2019,"Malick Noël: ""j'ai dit à Macky Sall douma nek si guinaw tapete motakh...""",Macky Sall,http://www.seneweb.com/news/Politique/malick-noel-quot-j-ai-dit-a-macky-sall-d_n_273848.html
15 févr. 2019,Oumar Faye : « Mame Mbaye Niang sera le premier tombeur de ...,Macky Sall,http://www.seneweb.com/news/Politique/oumar-faye-laquo-mame-mbaye-niang-sera-l_n_273833.html
15 févr. 2019,"Macky Sall : ""Ku fi ray nitt dinga ko layoo… menacer wouma kenn…""",Macky Sall,http://www.seneweb.com/news/Politique/macky-sall-quot-ku-fi-ray-nitt-dinga-ko-_n_273830.html
15 févr. 2019,"Apres avoir reçu une enveloppe, Sokhou Bb dévoile le clip Macky Sall",Macky Sall,http://www.seneweb.com/news/Video/apres-avoir-recu-une-enveloppe-sokhou-bb_n_273829.html
15 févr. 2019,Koungheul : Macky Sall réitère son option de relance du chemin de fer,Macky Sall,http://www.seneweb.com/news/Politique/koungheul-macky-sall-reitere-son-option-_n_273816.html
14 févr. 2019,"""Goungué Macky Sall"" dissémine le bilan de Macky Sall à Castors",Macky Sall,http://www.seneweb.com/news/Politique/quot-goungue-macky-sall-quot-dissemine-l_n_273791.html
14 févr. 2019,"Macky Sall présente ses condoléances à Ousmane Sonko: ""Mangui ...",Macky Sall,http://seneweb.com/news/Video/macky-sall-presente-ses-condoleances-a-o_n_273789.html
14 févr. 2019,Ce vieux fait 2 km de course par amour pour Macky Sall - Seneweb,Macky Sall,http://www.seneweb.com/news/Video/ce-vieux-fait-2km-de-course-par-amour-po_n_273775.html
14 févr. 2019,Plan Jaxaay : Macky Sall offre 2200 titres fonciers - Seneweb,Macky Sall,http://www.seneweb.com/news/Societe/plan-jaxaay-nbsp-macky-sall-offre-2200-t_n_273720.html
13 févr. 2019,"Simon Y'en a marre: ""Macky Sall defal lula neex yaa tay"" - Seneweb",Macky Sall,http://www.seneweb.com/news/Politique/simon-y-en-a-marre-quot-macky-sall-defal_n_273610.html
13 févr. 2019,"Idrissa Seck: ""Le nom de Macky SALL est synonyme de pauvreté""",Macky Sall,http://www.seneweb.com/news/Politique/idrissa-seck-quot-le-nom-de-macky-sall-e_n_273662.html
13 févr. 2019,"Macky Sall sur le tabassage des journalistes à Tamba : ""C'est grave ...",Macky Sall,http://seneweb.com/news/Politique/macky-sall-sur-le-tabassage-des-journali_n_273665.html
13 févr. 2019,"Théodore Cherif Monteil :""Je suis persuadé que Macky Sall sera réélu ...",Macky Sall,http://seneweb.com/news/Politique/theodore-cherif-monteil-quot-je-suis-per_n_273663.html
13 févr. 2019,Des véhicules de « La Poste » dans la caravane de Macky Sall,Macky Sall,http://seneweb.com/news/Politique/des-vehicules-de-laquo-la-poste-raquo-da_n_273629.html
13 févr. 2019,"Video-Macky SALL répond à Wade: ""On a un nouveau fichier, audité ...",Macky Sall,http://www.seneweb.com/news/Politique/video-macky-sall-repond-a-wade-quot-on-a_n_273646.html
12 févr. 2019,"Macky Sall : ""Certains candidats risquent de déclarer forfait""",Macky Sall,http://seneweb.com/news/Politique/macky-sall-quot-certains-candidats-risqu_n_273562.html
12 févr. 2019,"Macky Sall à Niang Xaragn ""arretél snap yii"" - Seneweb.com",Macky Sall,http://www.seneweb.com/news/Video/macky-sall-a-niang-xaragn-quot-arretel-s_n_273532.html
12 févr. 2019,"Le septennat de Macky Sall, un mandat de la médiocrité économique",Macky Sall,http://www.seneweb.com/news/Contribution/le-septennat-de-macky-sall-un-mandat-de-_n_273546.html
11 févr. 2019,"Présidentielle 2019 : Macky Sall, Robert Bougi et les… - Seneweb.com",Macky Sall,http://www.seneweb.com/news/Politique/presidentielle-2019-nbsp-macky-sall-robe_n_273482.html
11 févr. 2019,Niang Xaragne Lô le snappeur de Macky Sall se donne en spectacle ...,Macky Sall,http://www.seneweb.com/news/Politique/niang-xaragne-lo-le-snappeur-de-macky-sa_n_273413.html
11 févr. 2019,Présidentielle 2019 - Ossouye : Balla Gaye 2 interrompt Macky Sall et ...,Macky Sall,http://www.seneweb.com/news/Politique/presidentielle-2019-ossouye-balla-gaye-2_n_273414.html
11 févr. 2019,Macky Sall et Abdoulaye Wade vont-ils se parler ? - Seneweb,Macky Sall,http://www.seneweb.com/news/Politique/macky-sall-et-abdoulaye-wade-vont-ils-se_n_273462.html
